timestamp_iso,placed_iso,opened_iso,closed_iso,pair,symbol,direction,order_type,leverage,entry_price,exit_price,qty,notional,margin,open_fee,close_fee,pnl_gross,pnl_net,balance_change,roe_pct,close_reason
2026-06-27T01:00:52.436Z,2026-06-25T16:28:46.335Z,2026-06-25T16:28:46.335Z,2026-06-27T01:00:52.436Z,BTCUSDT,BTC,LONG,MARKET,20,59755,60068.66,0.06694000502050038,4000,200,2,2.010498200987365,20.996401974730382,18.98590377374302,18.98590377374302,9.49295188687151,MANUAL
2026-06-26T03:06:14.250Z,2026-06-24T15:26:01.715Z,2026-06-24T15:26:01.715Z,2026-06-26T03:06:14.250Z,BTCUSDT,BTC,LONG,MARKET,5,60910.8,59000,0.012313087334265845,750,150,0.375,0.3632360763608424,-23.52784727831521,-23.891083354676052,-23.891083354676052,-15.927388903117368,SL
2026-06-26T03:06:14.244Z,2026-06-25T07:06:33.853Z,2026-06-25T07:06:33.853Z,2026-06-26T03:06:14.244Z,BTCUSDT,BTC,SHORT,MARKET,15,61726.46,59000,0.04860152356056058,3000,200,1.5,1.4337449450365372,132.51010992692596,131.0763649818894,131.0763649818894,65.5381824909447,TP
2026-06-25T14:23:04.179Z,2026-06-24T15:24:34.604Z,2026-06-25T06:56:22.820Z,2026-06-25T14:23:04.179Z,BTCUSDT,BTC,SHORT,LIMIT,5,61100,60850,0.04091653027823241,2500,500,1.25,1.244885433715221,10.229132569558102,8.984247135842882,8.984247135842882,1.7968494271685762,TP
2026-06-25T06:57:47.176Z,2026-06-24T15:22:33.015Z,2026-06-24T15:23:04.639Z,2026-06-25T06:57:47.176Z,BTCUSDT,BTC,LONG,LIMIT,5,61100,61780.64,0.04091653027823241,2500,500,1.25,1.2639247135842882,27.84942716857608,26.585502454991794,26.585502454991794,5.317100490998359,MANUAL
2026-06-24T15:43:45.502Z,2026-06-24T15:37:36.125Z,2026-06-24T15:37:36.125Z,2026-06-24T15:43:45.502Z,BTCUSDT,BTC,SHORT,MARKET,15,60700.76,60616.01,0.04942277493724955,3000,200,1.5,1.497905709912034,4.188580175931899,2.690674466019865,2.690674466019865,1.3453372330099325,MANUAL
2026-06-24T15:31:32.866Z,2026-06-24T15:26:30.207Z,2026-06-24T15:26:30.207Z,2026-06-24T15:31:32.866Z,BTCUSDT,BTC,SHORT,MARKET,5,60891.79,60780,0.012316931395841705,750,150,0.375,0.3743115451196294,1.376909760741155,1.0025982156215254,1.0025982156215254,0.6683988104143503,MANUAL
